frame.number,frame.time_relative,ip.src,ip.dst
122,0.818038000,,
235,1.315541000,,
247,1.499959000,,
248,1.500716000,,
250,1.559165000,,
296,2.499959000,,
297,2.500736000,,
316,3.499959000,,
317,3.502654000,,
318,3.505744000,,
336,4.499959000,,
337,4.500616000,,
338,4.507419000,,
359,5.499959000,,
360,5.500656000,,
378,6.499959000,,
379,6.503112000,,
397,7.499959000,,
398,7.500856000,,
417,8.499959000,,
418,8.502355000,,
437,9.499959000,,
438,9.500956000,,
456,10.499959000,,
457,10.505187000,,
476,11.499959000,,
477,11.503252000,,
478,11.508084000,,
496,12.499959000,,
497,12.504190000,,
515,13.499959000,,
516,13.500976000,,
534,14.499959000,,
535,14.503352000,,
554,15.499959000,,
555,15.503292000,,
573,16.499959000,,
574,16.502175000,,
595,17.499959000,,
596,17.501974000,,
597,17.504344000,,
615,18.499959000,,
616,18.502214000,,
617,18.505664000,,
618,18.513097000,,
637,19.499959000,,
638,19.504450000,,
656,20.499959000,,
657,20.503732000,,
658,20.504449000,,
676,21.499959000,,
677,21.502235000,,
697,22.499959000,,
698,22.501754000,,
716,23.499959000,,
717,23.501136000,,
718,23.503963000,,
719,23.504580000,,
737,24.499959000,,
738,24.504550000,,
758,25.499959000,,
759,25.500856000,,
778,26.499959000,,
779,26.505609000,,
799,27.499959000,,
800,27.502074000,,
801,27.507239000,,
821,28.499959000,,
822,28.505489000,,
840,29.499959000,,
841,29.500676000,,
860,30.499959000,,
861,30.501016000,,
862,30.507759000,,
880,31.499959000,,
881,31.501576000,,
882,31.508440000,,
902,32.499959000,,
903,32.501316000,,
904,32.505103000,,
905,32.511676000,,
924,33.499959000,,
925,33.505587000,,
945,34.499959000,,
946,34.505247000,,
965,35.499959000,,
966,35.503572000,,
985,36.499959000,,
986,36.500616000,,
1004,37.499959000,,
1005,37.502395000,,
1027,38.499959000,,
1028,38.500596000,,
1046,39.499959000,,
1047,39.503292000,,
1048,39.508204000,,
1068,40.499959000,,
1069,40.503412000,,
1070,40.504229000,,
1088,41.499959000,,
1089,41.503332000,,
1107,42.499959000,,
1108,42.503412000,,
1126,43.499959000,,
1127,43.501794000,,
1145,44.499959000,,
1146,44.500596000,,
1165,45.499959000,,
1166,45.503592000,,
1184,46.499959000,,
1185,46.502454000,,
1186,46.504604000,,
1205,47.499959000,,
1206,47.504250000,,
1225,48.499959000,,
1226,48.504470000,,
1245,49.499959000,,
1246,49.503632000,,
1247,49.508224000,,
1265,50.499959000,,
1266,50.501714000,,
1284,51.499959000,,
1285,51.502034000,,
1286,51.505564000,,
1304,52.499959000,,
1305,52.503372000,,
1323,53.499959000,,
1324,53.504450000,,
1342,54.499959000,,
1343,54.503392000,,
1362,55.499959000,,
1363,55.502474000,,
1382,56.499959000,,
1383,56.501396000,,
1384,56.507404000,,
1403,57.499959000,,
1404,57.504090000,,
1422,58.499959000,,
1423,58.501476000,,
1441,59.499959000,,
1442,59.503512000,,
1460,60.499959000,,
1461,60.500836000,,
1480,61.499959000,,
1481,61.500576000,,
1500,62.499959000,,
1501,62.503452000,,
1520,63.499959000,,
1521,63.501874000,,
1522,63.506542000,,
1541,64.499959000,,
1542,64.500676000,,
1561,65.499959000,,
1562,65.503352000,,
1582,66.499959000,,
1583,66.501016000,,
1602,67.499959000,,
1603,67.500716000,,
1622,68.499959000,,
1623,68.502535000,,
1641,69.499959000,,
1642,69.503432000,,
1661,70.499959000,,
1662,70.504550000,,
