frame.number,frame.time_relative,ip.src,ip.dst
30,0.525310000,,
98,0.585722000,,
139,0.776530000,,
149,0.783991000,,
241,1.274034000,,
295,1.458245000,,
296,1.459209000,,
302,1.462038000,,
313,1.517658000,,
321,1.537245000,,
361,1.788784000,,
369,1.791037000,,
380,1.794328000,,
422,2.458245000,,
423,2.459229000,,
429,2.461818000,,
440,2.649766000,,
446,2.693383000,,
481,2.731710000,,
505,3.458245000,,
506,3.459802000,,
512,3.464237000,,
518,3.466674000,,
558,4.458245000,,
559,4.460093000,,
565,4.463116000,,
571,4.465912000,,
614,5.458245000,,
615,5.459149000,,
619,5.460280000,,
623,5.461566000,,
667,6.458245000,,
668,6.459309000,,
674,6.461605000,,
678,6.462596000,,
720,7.458245000,,
721,7.459349000,,
725,7.460160000,,
729,7.461526000,,
774,8.458245000,,
775,8.459649000,,
779,8.460847000,,
785,8.462856000,,
828,9.458245000,,
829,9.459449000,,
833,9.460688000,,
839,9.462776000,,
881,10.458245000,,
882,10.459142000,,
888,10.461424000,,
894,10.463680000,,
935,11.458245000,,
936,11.459189000,,
942,11.461537000,,
943,11.463474000,,
949,11.466577000,,
989,12.458245000,,
990,12.459209000,,
994,12.460299000,,
1000,12.462682000,,
1042,13.458245000,,
1043,13.459469000,,
1049,13.462046000,,
1053,13.462936000,,
1095,14.458245000,,
1096,14.459129000,,
1102,14.461845000,,
1108,14.464014000,,
1149,15.458245000,,
1150,15.459069000,,
1156,15.461785000,,
1160,15.462836000,,
1162,15.466354000,,
1202,16.458245000,,
1203,16.459549000,,
1207,16.460667000,,
1211,16.461679000,,
1258,17.458245000,,
1259,17.459222000,,
1265,17.462837000,,
1269,17.463856000,,
1311,18.458245000,,
1312,18.459242000,,
1318,18.465694000,,
1324,18.471590000,,
1365,19.458245000,,
1366,19.459209000,,
1372,19.461517000,,
1376,19.462942000,,
1418,20.458245000,,
1419,20.459002000,,
1425,20.462941000,,
1429,20.464240000,,
1471,21.458245000,,
1472,21.459429000,,
1476,21.460727000,,
1484,21.464055000,,
1526,22.458245000,,
1527,22.458942000,,
1531,22.460247000,,
1539,22.464042000,,
1579,23.458245000,,
1580,23.459933000,,
1586,23.463073000,,
1592,23.469650000,,
1632,24.458245000,,
1633,24.459582000,,
1637,24.460827000,,
