frame.number,frame.time_relative,wlan.ta,wlan.ra
27,0.290275000,00:00:00:00:00:08,00:00:00:00:00:03
40,0.295064000,00:00:00:00:00:08,00:00:00:00:00:05
68,0.306013000,00:00:00:00:00:08,00:00:00:00:00:04
97,0.512410000,00:00:00:00:00:08,00:00:00:00:00:0c
105,0.514858000,00:00:00:00:00:08,00:00:00:00:00:04
133,0.781087000,00:00:00:00:00:08,00:00:00:00:00:05
199,1.285723000,00:00:00:00:00:08,00:00:00:00:00:03
206,1.296484000,00:00:00:00:00:08,00:00:00:00:00:05
211,1.297768000,00:00:00:00:00:08,00:00:00:00:00:04
227,1.302361000,00:00:00:00:00:08,00:00:00:00:00:03
237,1.306261000,00:00:00:00:00:08,00:00:00:00:00:03
246,1.310240000,00:00:00:00:00:08,00:00:00:00:00:0c
258,1.463662000,00:00:00:00:00:08,00:00:00:00:00:0c
262,1.464861000,00:00:00:00:00:08,00:00:00:00:00:0c
270,1.482986000,00:00:00:00:00:08,00:00:00:00:00:0c
296,2.462104000,00:00:00:00:00:08,00:00:00:00:00:0c
304,2.464779000,00:00:00:00:00:08,00:00:00:00:00:0c
309,2.650237000,00:00:00:00:00:08,00:00:00:00:00:05
317,2.652480000,00:00:00:00:00:08,00:00:00:00:00:0c
325,2.695197000,00:00:00:00:00:08,00:00:00:00:00:0c
349,2.733867000,00:00:00:00:00:08,00:00:00:00:00:05
353,2.734893000,00:00:00:00:00:08,00:00:00:00:00:0c
369,3.463201000,00:00:00:00:00:08,00:00:00:00:00:0c
373,3.464360000,00:00:00:00:00:08,00:00:00:00:00:0c
381,3.467696000,00:00:00:00:00:08,00:00:00:00:00:0c
402,4.462721000,00:00:00:00:00:08,00:00:00:00:00:0c
406,4.463960000,00:00:00:00:00:08,00:00:00:00:00:0c
414,4.467196000,00:00:00:00:00:08,00:00:00:00:00:0c
430,5.461904000,00:00:00:00:00:08,00:00:00:00:00:0c
438,5.464600000,00:00:00:00:00:08,00:00:00:00:00:0c
446,5.467195000,00:00:00:00:00:08,00:00:00:00:00:0c
467,6.463422000,00:00:00:00:00:08,00:00:00:00:00:0c
471,6.464601000,00:00:00:00:00:08,00:00:00:00:00:0c
479,6.467096000,00:00:00:00:00:08,00:00:00:00:00:0c
500,7.463141000,00:00:00:00:00:08,00:00:00:00:00:0c
508,7.465717000,00:00:00:00:00:08,00:00:00:00:00:0c
512,7.467296000,00:00:00:00:00:08,00:00:00:00:00:0c
532,8.463022000,00:00:00:00:00:08,00:00:00:00:00:0c
540,8.465517000,00:00:00:00:00:08,00:00:00:00:00:0c
544,8.466916000,00:00:00:00:00:08,00:00:00:00:00:0c
560,9.462004000,00:00:00:00:00:08,00:00:00:00:00:0c
568,9.464160000,00:00:00:00:00:08,00:00:00:00:00:0c
576,9.467195000,00:00:00:00:00:08,00:00:00:00:00:0c
596,10.462922000,00:00:00:00:00:08,00:00:00:00:00:0c
600,10.463941000,00:00:00:00:00:08,00:00:00:00:00:0c
608,10.466376000,00:00:00:00:00:08,00:00:00:00:00:0c
628,11.462961000,00:00:00:00:00:08,00:00:00:00:00:0c
632,11.464360000,00:00:00:00:00:08,00:00:00:00:00:0c
640,11.466916000,00:00:00:00:00:08,00:00:00:00:00:0c
665,12.465477000,00:00:00:00:00:08,00:00:00:00:00:0c
669,12.466616000,00:00:00:00:00:08,00:00:00:00:00:0c
673,12.467754000,00:00:00:00:00:08,00:00:00:00:00:0c
691,13.461663000,00:00:00:00:00:08,00:00:00:00:00:0c
699,13.463960000,00:00:00:00:00:08,00:00:00:00:00:0c
707,13.466295000,00:00:00:00:00:08,00:00:00:00:00:0c
723,14.462324000,00:00:00:00:00:08,00:00:00:00:00:0c
731,14.465156000,00:00:00:00:00:08,00:00:00:00:00:0c
739,14.467492000,00:00:00:00:00:08,00:00:00:00:00:0c
760,15.464532000,00:00:00:00:00:08,00:00:00:00:00:0c
