frame.number,frame.time_relative,wlan.ta,wlan.ra
41,0.514341000,00:00:00:00:00:08,00:00:00:00:00:0c
54,0.520389000,00:00:00:00:00:08,00:00:00:00:00:04
74,0.546277000,00:00:00:00:00:08,00:00:00:00:00:03
99,0.769995000,00:00:00:00:00:08,00:00:00:00:00:03
112,0.780124000,00:00:00:00:00:08,00:00:00:00:00:05
140,0.798334000,00:00:00:00:00:08,00:00:00:00:00:04
145,0.802280000,00:00:00:00:00:08,00:00:00:00:00:05
153,0.804701000,00:00:00:00:00:08,00:00:00:00:00:03
182,1.459190000,00:00:00:00:00:08,00:00:00:00:00:04
195,1.466620000,00:00:00:00:00:08,00:00:00:00:00:0c
199,1.467879000,00:00:00:00:00:08,00:00:00:00:00:0c
211,1.490270000,00:00:00:00:00:08,00:00:00:00:00:0c
219,1.517878000,00:00:00:00:00:08,00:00:00:00:00:0c
244,1.532486000,00:00:00:00:00:08,00:00:00:00:00:0c
272,2.458615000,00:00:00:00:00:08,00:00:00:00:00:0c
280,2.460731000,00:00:00:00:00:08,00:00:00:00:00:0c
291,2.646729000,00:00:00:00:00:08,00:00:00:00:00:05
299,2.649632000,00:00:00:00:00:08,00:00:00:00:00:0c
320,2.730699000,00:00:00:00:00:08,00:00:00:00:00:05
328,2.733122000,00:00:00:00:00:08,00:00:00:00:00:0c
341,3.458495000,00:00:00:00:00:08,00:00:00:00:00:0c
353,3.462029000,00:00:00:00:00:08,00:00:00:00:00:0c
357,3.463068000,00:00:00:00:00:08,00:00:00:00:00:0c
382,4.460732000,00:00:00:00:00:08,00:00:00:00:00:0c
386,4.462311000,00:00:00:00:00:08,00:00:00:00:00:0c
390,4.463810000,00:00:00:00:00:08,00:00:00:00:00:0c
415,5.460592000,00:00:00:00:00:08,00:00:00:00:00:0c
419,5.462051000,00:00:00:00:00:08,00:00:00:00:00:0c
423,5.463570000,00:00:00:00:00:08,00:00:00:00:00:0c
439,6.459966000,00:00:00:00:00:08,00:00:00:00:00:0c
447,6.462283000,00:00:00:00:00:08,00:00:00:00:00:0c
455,6.465978000,00:00:00:00:00:08,00:00:00:00:00:0c
475,7.459814000,00:00:00:00:00:08,00:00:00:00:00:0c
483,7.462189000,00:00:00:00:00:08,00:00:00:00:00:0c
487,7.463528000,00:00:00:00:00:08,00:00:00:00:00:0c
504,8.459113000,00:00:00:00:00:08,00:00:00:00:00:0c
516,8.463386000,00:00:00:00:00:08,00:00:00:00:00:0c
520,8.464905000,00:00:00:00:00:08,00:00:00:00:00:0c
537,9.458735000,00:00:00:00:00:08,00:00:00:00:00:0c
545,9.461630000,00:00:00:00:00:08,00:00:00:00:00:0c
553,9.464007000,00:00:00:00:00:08,00:00:00:00:00:0c
569,10.458355000,00:00:00:00:00:08,00:00:00:00:00:0c
581,10.461929000,00:00:00:00:00:08,00:00:00:00:00:0c
585,10.463248000,00:00:00:00:00:08,00:00:00:00:00:0c
602,11.459573000,00:00:00:00:00:08,00:00:00:00:00:0c
610,11.461789000,00:00:00:00:00:08,00:00:00:00:00:0c
618,11.466064000,00:00:00:00:00:08,00:00:00:00:00:0c
635,12.459307000,00:00:00:00:00:08,00:00:00:00:00:0c
643,12.462464000,00:00:00:00:00:08,00:00:00:00:00:0c
651,12.465580000,00:00:00:00:00:08,00:00:00:00:00:0c
667,13.458415000,00:00:00:00:00:08,00:00:00:00:00:0c
679,13.462029000,00:00:00:00:00:08,00:00:00:00:00:0c
683,13.463248000,00:00:00:00:00:08,00:00:00:00:00:0c
699,14.458315000,00:00:00:00:00:08,00:00:00:00:00:0c
711,14.462289000,00:00:00:00:00:08,00:00:00:00:00:0c
715,14.463448000,00:00:00:00:00:08,00:00:00:00:00:0c
731,15.459867000,00:00:00:00:00:08,00:00:00:00:00:0c
739,15.464979000,00:00:00:00:00:08,00:00:00:00:00:0c
747,15.467336000,00:00:00:00:00:08,00:00:00:00:00:0c
769,16.460053000,00:00:00:00:00:08,00:00:00:00:00:0c
777,16.462509000,00:00:00:00:00:08,00:00:00:00:00:0c
781,16.463888000,00:00:00:00:00:08,00:00:00:00:00:0c
798,17.458595000,00:00:00:00:00:08,00:00:00:00:00:0c
806,17.461192000,00:00:00:00:00:08,00:00:00:00:00:0c
814,17.463867000,00:00:00:00:00:08,00:00:00:00:00:0c
830,18.458475000,00:00:00:00:00:08,00:00:00:00:00:0c
838,18.460631000,00:00:00:00:00:08,00:00:00:00:00:0c
846,18.462907000,00:00:00:00:00:08,00:00:00:00:00:0c
865,19.459487000,00:00:00:00:00:08,00:00:00:00:00:0c
877,19.464722000,00:00:00:00:00:08,00:00:00:00:00:0c
881,19.466001000,00:00:00:00:00:08,00:00:00:00:00:0c
898,20.458196000,00:00:00:00:00:08,00:00:00:00:00:0c
910,20.461829000,00:00:00:00:00:08,00:00:00:00:00:0c
914,20.463408000,00:00:00:00:00:08,00:00:00:00:00:0c
936,21.459374000,00:00:00:00:00:08,00:00:00:00:00:0c
944,21.461689000,00:00:00:00:00:08,00:00:00:00:00:0c
948,21.462948000,00:00:00:00:00:08,00:00:00:00:00:0c
973,22.461452000,00:00:00:00:00:08,00:00:00:00:00:0c
977,22.462911000,00:00:00:00:00:08,00:00:00:00:00:0c
981,22.464350000,00:00:00:00:00:08,00:00:00:00:00:0c
1001,23.459753000,00:00:00:00:00:08,00:00:00:00:00:0c
1009,23.461989000,00:00:00:00:00:08,00:00:00:00:00:0c
1013,23.463528000,00:00:00:00:00:08,00:00:00:00:00:0c
1029,24.460010000,00:00:00:00:00:08,00:00:00:00:00:0c
1037,24.462425000,00:00:00:00:00:08,00:00:00:00:00:0c
1045,24.465421000,00:00:00:00:00:08,00:00:00:00:00:0c
1066,25.459634000,00:00:00:00:00:08,00:00:00:00:00:0c
1070,25.460693000,00:00:00:00:00:08,00:00:00:00:00:0c
1078,25.463108000,00:00:00:00:00:08,00:00:00:00:00:0c
1099,26.459513000,00:00:00:00:00:08,00:00:00:00:00:0c
1103,26.460832000,00:00:00:00:00:08,00:00:00:00:00:0c
1111,26.463128000,00:00:00:00:00:08,00:00:00:00:00:0c
1128,27.458555000,00:00:00:00:00:08,00:00:00:00:00:0c
1136,27.460891000,00:00:00:00:00:08,00:00:00:00:00:0c
1144,27.463407000,00:00:00:00:00:08,00:00:00:00:00:0c
1170,28.460512000,00:00:00:00:00:08,00:00:00:00:00:0c
1174,28.461991000,00:00:00:00:00:08,00:00:00:00:00:0c
1178,28.463509000,00:00:00:00:00:08,00:00:00:00:00:0c
1199,29.459233000,00:00:00:00:00:08,00:00:00:00:00:0c
1207,29.461789000,00:00:00:00:00:08,00:00:00:00:00:0c
1211,29.463328000,00:00:00:00:00:08,00:00:00:00:00:0c
1233,30.459853000,00:00:00:00:00:08,00:00:00:00:00:0c
1237,30.461192000,00:00:00:00:00:08,00:00:00:00:00:0c
1245,30.465648000,00:00:00:00:00:08,00:00:00:00:00:0c
1265,31.460824000,00:00:00:00:00:08,00:00:00:00:00:0c
1269,31.462043000,00:00:00:00:00:08,00:00:00:00:00:0c
1277,31.465840000,00:00:00:00:00:08,00:00:00:00:00:0c
1293,32.458856000,00:00:00:00:00:08,00:00:00:00:00:0c
1305,32.462349000,00:00:00:00:00:08,00:00:00:00:00:0c
1309,32.463828000,00:00:00:00:00:08,00:00:00:00:00:0c
1325,33.459586000,00:00:00:00:00:08,00:00:00:00:00:0c
1333,33.462203000,00:00:00:00:00:08,00:00:00:00:00:0c
1341,33.465259000,00:00:00:00:00:08,00:00:00:00:00:0c
1357,34.459207000,00:00:00:00:00:08,00:00:00:00:00:0c
1365,34.461743000,00:00:00:00:00:08,00:00:00:00:00:0c
1373,34.465640000,00:00:00:00:00:08,00:00:00:00:00:0c
1391,35.458156000,00:00:00:00:00:08,00:00:00:00:00:0c
1403,35.462249000,00:00:00:00:00:08,00:00:00:00:00:0c
1407,35.463288000,00:00:00:00:00:08,00:00:00:00:00:0c
1425,36.458535000,00:00:00:00:00:08,00:00:00:00:00:0c
1433,36.460972000,00:00:00:00:00:08,00:00:00:00:00:0c
1441,36.463207000,00:00:00:00:00:08,00:00:00:00:00:0c
1461,37.459734000,00:00:00:00:00:08,00:00:00:00:00:0c
1465,37.460913000,00:00:00:00:00:08,00:00:00:00:00:0c
1473,37.463208000,00:00:00:00:00:08,00:00:00:00:00:0c
1489,38.458115000,00:00:00:00:00:08,00:00:00:00:00:0c
