56,18,4,57,4,6,8,7,12,10
0,8,0,5,8,10,5,6,5,4
3,6,11,5,10,65,64,4,0,1
8,62,7,10,9,3,3,2,9,10
2,11,6,10,56,5,55,16,3,2
54,110,9,6,10,11,9,8,16,14
8,2,18,0,11,112,7,60,6,11
16,10,12,17,0,54,9,4,4,11
4,53,4,15,2,11,12,14,0,19
56,2,7,1,6,5,9,1,58,52
