frame.number,frame.time_relative,wlan.ta,wlan.ra
11,0.281189000,00:00:00:00:00:08,00:00:00:00:00:03
20,0.287038000,00:00:00:00:00:08,00:00:00:00:00:05
48,0.305285000,00:00:00:00:00:08,00:00:00:00:00:04
52,0.306416000,00:00:00:00:00:08,00:00:00:00:00:05
63,0.318897000,00:00:00:00:00:08,00:00:00:00:00:03
76,0.783412000,00:00:00:00:00:08,00:00:00:00:00:05
92,0.788473000,00:00:00:00:00:08,00:00:00:00:00:03
1143,135.515797000,00:00:00:00:00:08,00:00:00:00:00:0c
1147,135.518105000,00:00:00:00:00:08,00:00:00:00:00:04
1153,135.523887000,00:00:00:00:00:08,00:00:00:00:00:03
1154,135.524704000,00:00:00:00:00:08,00:00:00:00:00:03
1159,135.529620000,00:00:00:00:00:08,00:00:00:00:00:03
1162,135.537426000,00:00:00:00:00:08,00:00:00:00:00:04
1173,135.542746000,00:00:00:00:00:08,00:00:00:00:00:0c
1193,136.463692000,00:00:00:00:00:08,00:00:00:00:00:0c
1199,136.465866000,00:00:00:00:00:08,00:00:00:00:00:0c
1205,136.559413000,00:00:00:00:00:08,00:00:00:00:00:0c
1228,137.464989000,00:00:00:00:00:08,00:00:00:00:00:0c
1230,137.466188000,00:00:00:00:00:08,00:00:00:00:00:0c
1233,137.651445000,00:00:00:00:00:08,00:00:00:00:00:05
1241,137.653908000,00:00:00:00:00:08,00:00:00:00:00:0c
1254,137.725585000,00:00:00:00:00:08,00:00:00:00:00:0c
1264,137.733975000,00:00:00:00:00:08,00:00:00:00:00:05
1272,137.736481000,00:00:00:00:00:08,00:00:00:00:00:0c
1287,138.464822000,00:00:00:00:00:08,00:00:00:00:00:0c
1294,138.470534000,00:00:00:00:00:08,00:00:00:00:00:0c
1298,138.474451000,00:00:00:00:00:08,00:00:00:00:00:0c
1321,139.464530000,00:00:00:00:00:08,00:00:00:00:00:0c
1327,139.467045000,00:00:00:00:00:08,00:00:00:00:00:0c
1329,139.468444000,00:00:00:00:00:08,00:00:00:00:00:0c
1357,140.465507000,00:00:00:00:00:08,00:00:00:00:00:0c
1359,140.467066000,00:00:00:00:00:08,00:00:00:00:00:0c
1361,140.468645000,00:00:00:00:00:08,00:00:00:00:00:0c
1389,141.465628000,00:00:00:00:00:08,00:00:00:00:00:0c
1391,141.467167000,00:00:00:00:00:08,00:00:00:00:00:0c
1393,141.468366000,00:00:00:00:00:08,00:00:00:00:00:0c
1414,142.463071000,00:00:00:00:00:08,00:00:00:00:00:0c
1420,142.465706000,00:00:00:00:00:08,00:00:00:00:00:0c
1424,142.468122000,00:00:00:00:00:08,00:00:00:00:00:0c
1453,143.466605000,00:00:00:00:00:08,00:00:00:00:00:0c
1455,143.467884000,00:00:00:00:00:08,00:00:00:00:00:0c
1457,143.469103000,00:00:00:00:00:08,00:00:00:00:00:0c
1481,144.466206000,00:00:00:00:00:08,00:00:00:00:00:0c
1487,144.469622000,00:00:00:00:00:08,00:00:00:00:00:0c
1510,145.464162000,00:00:00:00:00:08,00:00:00:00:00:0c
1516,145.466737000,00:00:00:00:00:08,00:00:00:00:00:0c
1520,145.469334000,00:00:00:00:00:08,00:00:00:00:00:0c
1544,146.464068000,00:00:00:00:00:08,00:00:00:00:00:0c
1552,146.467662000,00:00:00:00:00:08,00:00:00:00:00:0c
1554,146.469201000,00:00:00:00:00:08,00:00:00:00:00:0c
1576,147.463090000,00:00:00:00:00:08,00:00:00:00:00:0c
1583,147.466283000,00:00:00:00:00:08,00:00:00:00:00:0c
1587,147.468760000,00:00:00:00:00:08,00:00:00:00:00:0c
1609,148.464523000,00:00:00:00:00:08,00:00:00:00:00:0c
1615,148.467578000,00:00:00:00:00:08,00:00:00:00:00:0c
1619,148.470435000,00:00:00:00:00:08,00:00:00:00:00:0c
1645,149.466924000,00:00:00:00:00:08,00:00:00:00:00:0c
1651,149.470119000,00:00:00:00:00:08,00:00:00:00:00:0c
1674,150.464450000,00:00:00:00:00:08,00:00:00:00:00:0c
1680,150.466985000,00:00:00:00:00:08,00:00:00:00:00:0c
1682,150.468004000,00:00:00:00:00:08,00:00:00:00:00:0c
1702,151.463252000,00:00:00:00:00:08,00:00:00:00:00:0c
1712,151.466785000,00:00:00:00:00:08,00:00:00:00:00:0c
1714,151.468164000,00:00:00:00:00:08,00:00:00:00:00:0c
1736,152.464482000,00:00:00:00:00:08,00:00:00:00:00:0c
1744,152.468477000,00:00:00:00:00:08,00:00:00:00:00:0c
1746,152.469836000,00:00:00:00:00:08,00:00:00:00:00:0c
1771,153.464708000,00:00:00:00:00:08,00:00:00:00:00:0c
1775,153.467245000,00:00:00:00:00:08,00:00:00:00:00:0c
1777,153.468824000,00:00:00:00:00:08,00:00:00:00:00:0c
1801,154.464609000,00:00:00:00:00:08,00:00:00:00:00:0c
1807,154.467225000,00:00:00:00:00:08,00:00:00:00:00:0c
1809,154.468284000,00:00:00:00:00:08,00:00:00:00:00:0c
1837,155.465487000,00:00:00:00:00:08,00:00:00:00:00:0c
1839,155.466686000,00:00:00:00:00:08,00:00:00:00:00:0c
1841,155.467745000,00:00:00:00:00:08,00:00:00:00:00:0c
1863,156.464389000,00:00:00:00:00:08,00:00:00:00:00:0c
1865,156.465568000,00:00:00:00:00:08,00:00:00:00:00:0c
1871,156.468084000,00:00:00:00:00:08,00:00:00:00:00:0c
1894,157.464550000,00:00:00:00:00:08,00:00:00:00:00:0c
1896,157.465629000,00:00:00:00:00:08,00:00:00:00:00:0c
1902,157.467984000,00:00:00:00:00:08,00:00:00:00:00:0c
1925,158.463171000,00:00:00:00:00:08,00:00:00:00:00:0c
1931,158.466466000,00:00:00:00:00:08,00:00:00:00:00:0c
1935,158.469002000,00:00:00:00:00:08,00:00:00:00:00:0c
1961,159.464330000,00:00:00:00:00:08,00:00:00:00:00:0c
1963,159.465789000,00:00:00:00:00:08,00:00:00:00:00:0c
1969,159.468204000,00:00:00:00:00:08,00:00:00:00:00:0c
1991,160.464562000,00:00:00:00:00:08,00:00:00:00:00:0c
1995,160.467258000,00:00:00:00:00:08,00:00:00:00:00:0c
2001,160.469814000,00:00:00:00:00:08,00:00:00:00:00:0c
2022,161.463511000,00:00:00:00:00:08,00:00:00:00:00:0c
2028,161.465806000,00:00:00:00:00:08,00:00:00:00:00:0c
