frame.number,frame.time_relative,wlan.ta,wlan.ra
41,0.286769000,00:00:00:00:00:08,00:00:00:00:00:03
54,0.297498000,00:00:00:00:00:08,00:00:00:00:00:05
78,0.321683000,00:00:00:00:00:08,00:00:00:00:00:05
91,0.328861000,00:00:00:00:00:08,00:00:00:00:00:03
109,0.333944000,00:00:00:00:00:08,00:00:00:00:00:04
133,0.511926000,00:00:00:00:00:08,00:00:00:00:00:0c
137,0.514255000,00:00:00:00:00:08,00:00:00:00:00:04
185,0.560325000,00:00:00:00:00:08,00:00:00:00:00:03
190,0.563551000,00:00:00:00:00:08,00:00:00:00:00:04
201,0.576551000,00:00:00:00:00:08,00:00:00:00:00:0c
292,1.463426000,00:00:00:00:00:08,00:00:00:00:00:0c
298,1.465943000,00:00:00:00:00:08,00:00:00:00:00:0c
363,2.463667000,00:00:00:00:00:08,00:00:00:00:00:0c
369,2.466122000,00:00:00:00:00:08,00:00:00:00:00:0c
372,2.651700000,00:00:00:00:00:08,00:00:00:00:00:05
380,2.653844000,00:00:00:00:00:08,00:00:00:00:00:0c
386,2.707881000,00:00:00:00:00:08,00:00:00:00:00:0c
407,2.736547000,00:00:00:00:00:08,00:00:00:00:00:05
411,2.737553000,00:00:00:00:00:08,00:00:00:00:00:0c
443,3.465843000,00:00:00:00:00:08,00:00:00:00:00:0c
445,3.466942000,00:00:00:00:00:08,00:00:00:00:00:0c
447,3.468041000,00:00:00:00:00:08,00:00:00:00:00:0c
481,4.464324000,00:00:00:00:00:08,00:00:00:00:00:0c
487,4.466441000,00:00:00:00:00:08,00:00:00:00:00:0c
489,4.468000000,00:00:00:00:00:08,00:00:00:00:00:0c
519,5.463866000,00:00:00:00:00:08,00:00:00:00:00:0c
525,5.468600000,00:00:00:00:00:08,00:00:00:00:00:0c
531,5.471135000,00:00:00:00:00:08,00:00:00:00:00:0c
562,6.463846000,00:00:00:00:00:08,00:00:00:00:00:0c
568,6.467160000,00:00:00:00:00:08,00:00:00:00:00:0c
574,6.471155000,00:00:00:00:00:08,00:00:00:00:00:0c
605,7.463746000,00:00:00:00:00:08,00:00:00:00:00:0c
615,7.467121000,00:00:00:00:00:08,00:00:00:00:00:0c
617,7.468320000,00:00:00:00:00:08,00:00:00:00:00:0c
647,8.463587000,00:00:00:00:00:08,00:00:00:00:00:0c
657,8.467120000,00:00:00:00:00:08,00:00:00:00:00:0c
659,8.468139000,00:00:00:00:00:08,00:00:00:00:00:0c
690,9.463506000,00:00:00:00:00:08,00:00:00:00:00:0c
696,9.468200000,00:00:00:00:00:08,00:00:00:00:00:0c
702,9.470955000,00:00:00:00:00:08,00:00:00:00:00:0c
737,10.464784000,00:00:00:00:00:08,00:00:00:00:00:0c
743,10.467221000,00:00:00:00:00:08,00:00:00:00:00:0c
745,10.468300000,00:00:00:00:00:08,00:00:00:00:00:0c
780,11.464685000,00:00:00:00:00:08,00:00:00:00:00:0c
782,11.465944000,00:00:00:00:00:08,00:00:00:00:00:0c
