108,1.265036000,,00:00:00:00:00:08
122,1.317236000,,00:00:00:00:00:08
134,1.388476000,,00:00:00:00:00:08
146,1.483916000,,00:00:00:00:00:08
158,8.172479000,,00:00:00:00:00:08
176,16.171739000,,00:00:00:00:00:08
194,24.172479000,,00:00:00:00:00:08
212,32.171899000,,00:00:00:00:00:08
230,40.172179000,,00:00:00:00:00:08
248,48.171299000,,00:00:00:00:00:08
266,56.172239000,,00:00:00:00:00:08
284,64.172059000,,00:00:00:00:00:08
302,72.171739000,,00:00:00:00:00:08
320,80.172159000,,00:00:00:00:00:08
338,88.171679000,,00:00:00:00:00:08
356,96.171499000,,00:00:00:00:00:08
374,104.172359000,,00:00:00:00:00:08
392,112.171699000,,00:00:00:00:00:08
410,120.172139000,,00:00:00:00:00:08
435,128.191322000,,00:00:00:00:00:08
459,136.171799000,,00:00:00:00:00:08
477,144.171839000,,00:00:00:00:00:08
495,152.172479000,,00:00:00:00:00:08
513,160.171679000,,00:00:00:00:00:08
531,168.172099000,,00:00:00:00:00:08
549,176.172039000,,00:00:00:00:00:08
567,184.172179000,,00:00:00:00:00:08
585,192.172239000,,00:00:00:00:00:08
603,200.171799000,,00:00:00:00:00:08
621,208.171379000,,00:00:00:00:00:08
639,216.171799000,,00:00:00:00:00:08
657,224.172159000,,00:00:00:00:00:08
675,232.171619000,,00:00:00:00:00:08
693,240.172139000,,00:00:00:00:00:08
711,248.171959000,,00:00:00:00:00:08
736,256.181262000,,00:00:00:00:00:08
760,264.171479000,,00:00:00:00:00:08
778,272.171679000,,00:00:00:00:00:08
796,280.171439000,,00:00:00:00:00:08
814,288.172119000,,00:00:00:00:00:08
832,296.172239000,,00:00:00:00:00:08
850,304.172219000,,00:00:00:00:00:08
868,312.171959000,,00:00:00:00:00:08
886,320.172399000,,00:00:00:00:00:08
904,328.171519000,,00:00:00:00:00:08
922,336.171959000,,00:00:00:00:00:08
940,344.172119000,,00:00:00:00:00:08
958,352.172239000,,00:00:00:00:00:08
976,360.172439000,,00:00:00:00:00:08
994,368.171919000,,00:00:00:00:00:08
1012,376.172039000,,00:00:00:00:00:08
1037,384.186079000,,00:00:00:00:00:08
