52,0.285316000,,00:00:00:00:00:08
66,0.359745000,,00:00:00:00:00:08
81,0.403580000,,00:00:00:00:00:08
100,0.425045000,,00:00:00:00:00:08
120,0.498745000,,00:00:00:00:00:08
265,8.173058000,,00:00:00:00:00:08
289,16.173358000,,00:00:00:00:00:08
311,24.173538000,,00:00:00:00:00:08
333,32.173418000,,00:00:00:00:00:08
355,40.173138000,,00:00:00:00:00:08
377,48.172658000,,00:00:00:00:00:08
399,56.173298000,,00:00:00:00:00:08
421,64.172978000,,00:00:00:00:00:08
443,72.173598000,,00:00:00:00:00:08
465,80.173678000,,00:00:00:00:00:08
487,88.173198000,,00:00:00:00:00:08
509,96.173058000,,00:00:00:00:00:08
531,104.173098000,,00:00:00:00:00:08
553,112.172778000,,00:00:00:00:00:08
575,120.172918000,,00:00:00:00:00:08
604,128.192889000,,00:00:00:00:00:08
634,136.173238000,,00:00:00:00:00:08
658,144.172898000,,00:00:00:00:00:08
680,152.173418000,,00:00:00:00:00:08
702,160.173218000,,00:00:00:00:00:08
724,168.173138000,,00:00:00:00:00:08
746,176.173458000,,00:00:00:00:00:08
768,184.172918000,,00:00:00:00:00:08
790,192.173438000,,00:00:00:00:00:08
812,200.172838000,,00:00:00:00:00:08
834,208.173118000,,00:00:00:00:00:08
856,216.172838000,,00:00:00:00:00:08
878,224.173238000,,00:00:00:00:00:08
900,232.173178000,,00:00:00:00:00:08
922,240.172878000,,00:00:00:00:00:08
944,248.173018000,,00:00:00:00:00:08
973,256.186949000,,00:00:00:00:00:08
1003,264.173298000,,00:00:00:00:00:08
1027,272.172638000,,00:00:00:00:00:08
1049,280.172818000,,00:00:00:00:00:08
1071,288.172958000,,00:00:00:00:00:08
1093,296.173238000,,00:00:00:00:00:08
1115,304.173078000,,00:00:00:00:00:08
1137,312.173238000,,00:00:00:00:00:08
1159,320.173118000,,00:00:00:00:00:08
1181,328.173298000,,00:00:00:00:00:08
1203,336.172838000,,00:00:00:00:00:08
1225,344.173018000,,00:00:00:00:00:08
1247,352.173398000,,00:00:00:00:00:08
1269,360.172938000,,00:00:00:00:00:08
1291,368.173498000,,00:00:00:00:00:08
1313,376.172618000,,00:00:00:00:00:08
1342,384.182512000,,00:00:00:00:00:08
