frame.number,frame.time_relative,wlan.ta,wlan.ra
152,0.588681000,00:00:00:00:00:03,00:00:00:00:00:08
314,1.499959000,00:00:00:00:00:03,00:00:00:00:00:08
324,1.532707000,00:00:00:00:00:03,00:00:00:00:00:08
401,2.499959000,00:00:00:00:00:03,00:00:00:00:00:08
402,2.503171000,00:00:00:00:00:03,00:00:00:00:00:08
454,3.499959000,00:00:00:00:00:03,00:00:00:00:00:08
455,3.504470000,00:00:00:00:00:03,00:00:00:00:00:08
498,4.499959000,00:00:00:00:00:03,00:00:00:00:00:08
499,4.503132000,00:00:00:00:00:03,00:00:00:00:00:08
542,5.499959000,00:00:00:00:00:03,00:00:00:00:00:08
543,5.501674000,00:00:00:00:00:03,00:00:00:00:00:08
585,6.499959000,00:00:00:00:00:03,00:00:00:00:00:08
586,6.500976000,00:00:00:00:00:03,00:00:00:00:00:08
587,6.504663000,00:00:00:00:00:03,00:00:00:00:00:08
629,7.499959000,00:00:00:00:00:03,00:00:00:00:00:08
630,7.501954000,00:00:00:00:00:03,00:00:00:00:00:08
673,8.499959000,00:00:00:00:00:03,00:00:00:00:00:08
674,8.500596000,00:00:00:00:00:03,00:00:00:00:00:08
675,8.501513000,00:00:00:00:00:03,00:00:00:00:00:08
718,9.499959000,00:00:00:00:00:03,00:00:00:00:00:08
719,9.502214000,00:00:00:00:00:03,00:00:00:00:00:08
720,9.506267000,00:00:00:00:00:03,00:00:00:00:00:08
762,10.499959000,00:00:00:00:00:03,00:00:00:00:00:08
763,10.502871000,00:00:00:00:00:03,00:00:00:00:00:08
806,11.499959000,00:00:00:00:00:03,00:00:00:00:00:08
807,11.502014000,00:00:00:00:00:03,00:00:00:00:00:08
850,12.499959000,00:00:00:00:00:03,00:00:00:00:00:08
851,12.501974000,00:00:00:00:00:03,00:00:00:00:00:08
852,12.504364000,00:00:00:00:00:03,00:00:00:00:00:08
894,13.499959000,00:00:00:00:00:03,00:00:00:00:00:08
895,13.504350000,00:00:00:00:00:03,00:00:00:00:00:08
937,14.499959000,00:00:00:00:00:03,00:00:00:00:00:08
938,14.504449000,00:00:00:00:00:03,00:00:00:00:00:08
980,15.499959000,00:00:00:00:00:03,00:00:00:00:00:08
981,15.502294000,00:00:00:00:00:03,00:00:00:00:00:08
982,15.504883000,00:00:00:00:00:03,00:00:00:00:00:08
983,15.509516000,00:00:00:00:00:03,00:00:00:00:00:08
1027,16.499959000,00:00:00:00:00:03,00:00:00:00:00:08
1028,16.501116000,00:00:00:00:00:03,00:00:00:00:00:08
1071,17.499959000,00:00:00:00:00:03,00:00:00:00:00:08
1072,17.503292000,00:00:00:00:00:03,00:00:00:00:00:08
1114,18.499959000,00:00:00:00:00:03,00:00:00:00:00:08
1115,18.503071000,00:00:00:00:00:03,00:00:00:00:00:08
1160,19.499959000,00:00:00:00:00:03,00:00:00:00:00:08
