frame.number,frame.time_relative,wlan.ta,wlan.ra
100,0.523568000,00:00:00:00:00:08,00:00:00:00:00:0c
109,0.529616000,00:00:00:00:00:08,00:00:00:00:00:04
149,0.555503000,00:00:00:00:00:08,00:00:00:00:00:03
198,0.779222000,00:00:00:00:00:08,00:00:00:00:00:03
242,0.807561000,00:00:00:00:00:08,00:00:00:00:00:04
246,0.811507000,00:00:00:00:00:08,00:00:00:00:00:05
250,0.813928000,00:00:00:00:00:08,00:00:00:00:00:03
332,1.468417000,00:00:00:00:00:08,00:00:00:00:00:04
343,1.475847000,00:00:00:00:00:08,00:00:00:00:00:0c
345,1.477106000,00:00:00:00:00:08,00:00:00:00:00:0c
359,1.499497000,00:00:00:00:00:08,00:00:00:00:00:0c
365,1.527104000,00:00:00:00:00:08,00:00:00:00:00:0c
397,1.541713000,00:00:00:00:00:08,00:00:00:00:00:0c
478,2.467841000,00:00:00:00:00:08,00:00:00:00:00:0c
484,2.469958000,00:00:00:00:00:08,00:00:00:00:00:0c
498,2.655956000,00:00:00:00:00:08,00:00:00:00:00:05
502,2.658859000,00:00:00:00:00:08,00:00:00:00:00:0c
531,2.739926000,00:00:00:00:00:08,00:00:00:00:00:05
535,2.742349000,00:00:00:00:00:08,00:00:00:00:00:0c
565,3.467721000,00:00:00:00:00:08,00:00:00:00:00:0c
573,3.471256000,00:00:00:00:00:08,00:00:00:00:00:0c
575,3.472295000,00:00:00:00:00:08,00:00:00:00:00:0c
630,4.469959000,00:00:00:00:00:08,00:00:00:00:00:0c
632,4.471538000,00:00:00:00:00:08,00:00:00:00:00:0c
634,4.473037000,00:00:00:00:00:08,00:00:00:00:00:0c
689,5.469819000,00:00:00:00:00:08,00:00:00:00:00:0c
691,5.471278000,00:00:00:00:00:08,00:00:00:00:00:0c
693,5.472797000,00:00:00:00:00:08,00:00:00:00:00:0c
743,6.469193000,00:00:00:00:00:08,00:00:00:00:00:0c
749,6.471510000,00:00:00:00:00:08,00:00:00:00:00:0c
753,6.475205000,00:00:00:00:00:08,00:00:00:00:00:0c
806,7.469041000,00:00:00:00:00:08,00:00:00:00:00:0c
810,7.471416000,00:00:00:00:00:08,00:00:00:00:00:0c
812,7.472755000,00:00:00:00:00:08,00:00:00:00:00:0c
862,8.468340000,00:00:00:00:00:08,00:00:00:00:00:0c
870,8.472613000,00:00:00:00:00:08,00:00:00:00:00:0c
872,8.474132000,00:00:00:00:00:08,00:00:00:00:00:0c
925,9.470857000,00:00:00:00:00:08,00:00:00:00:00:0c
931,9.473234000,00:00:00:00:00:08,00:00:00:00:00:0c
980,10.467581000,00:00:00:00:00:08,00:00:00:00:00:0c
988,10.471156000,00:00:00:00:00:08,00:00:00:00:00:0c
990,10.472475000,00:00:00:00:00:08,00:00:00:00:00:0c
1040,11.468800000,00:00:00:00:00:08,00:00:00:00:00:0c
1044,11.471016000,00:00:00:00:00:08,00:00:00:00:00:0c
1050,11.475291000,00:00:00:00:00:08,00:00:00:00:00:0c
1100,12.468534000,00:00:00:00:00:08,00:00:00:00:00:0c
1106,12.471691000,00:00:00:00:00:08,00:00:00:00:00:0c
1110,12.474806000,00:00:00:00:00:08,00:00:00:00:00:0c
1159,13.467641000,00:00:00:00:00:08,00:00:00:00:00:0c
1167,13.471256000,00:00:00:00:00:08,00:00:00:00:00:0c
1169,13.472475000,00:00:00:00:00:08,00:00:00:00:00:0c
1216,14.467542000,00:00:00:00:00:08,00:00:00:00:00:0c
1226,14.471516000,00:00:00:00:00:08,00:00:00:00:00:0c
1228,14.472675000,00:00:00:00:00:08,00:00:00:00:00:0c
1278,15.469093000,00:00:00:00:00:08,00:00:00:00:00:0c
1283,15.474206000,00:00:00:00:00:08,00:00:00:00:00:0c
1289,15.476563000,00:00:00:00:00:08,00:00:00:00:00:0c
1342,16.469280000,00:00:00:00:00:08,00:00:00:00:00:0c
1346,16.471736000,00:00:00:00:00:08,00:00:00:00:00:0c
1348,16.473115000,00:00:00:00:00:08,00:00:00:00:00:0c
1395,17.467822000,00:00:00:00:00:08,00:00:00:00:00:0c
1401,17.470419000,00:00:00:00:00:08,00:00:00:00:00:0c
1407,17.473094000,00:00:00:00:00:08,00:00:00:00:00:0c
1456,18.467701000,00:00:00:00:00:08,00:00:00:00:00:0c
1462,18.469858000,00:00:00:00:00:08,00:00:00:00:00:0c
1466,18.472134000,00:00:00:00:00:08,00:00:00:00:00:0c
1516,19.468713000,00:00:00:00:00:08,00:00:00:00:00:0c
1524,19.473948000,00:00:00:00:00:08,00:00:00:00:00:0c
1526,19.475227000,00:00:00:00:00:08,00:00:00:00:00:0c
1575,20.467423000,00:00:00:00:00:08,00:00:00:00:00:0c
1583,20.471056000,00:00:00:00:00:08,00:00:00:00:00:0c
1585,20.472635000,00:00:00:00:00:08,00:00:00:00:00:0c
1636,21.468601000,00:00:00:00:00:08,00:00:00:00:00:0c
1642,21.470916000,00:00:00:00:00:08,00:00:00:00:00:0c
1644,21.472175000,00:00:00:00:00:08,00:00:00:00:00:0c
1699,22.470679000,00:00:00:00:00:08,00:00:00:00:00:0c
1701,22.472138000,00:00:00:00:00:08,00:00:00:00:00:0c
1703,22.473577000,00:00:00:00:00:08,00:00:00:00:00:0c
1754,23.468979000,00:00:00:00:00:08,00:00:00:00:00:0c
1760,23.471216000,00:00:00:00:00:08,00:00:00:00:00:0c
1762,23.472755000,00:00:00:00:00:08,00:00:00:00:00:0c
1813,24.469237000,00:00:00:00:00:08,00:00:00:00:00:0c
1819,24.471652000,00:00:00:00:00:08,00:00:00:00:00:0c
1823,24.474648000,00:00:00:00:00:08,00:00:00:00:00:0c
1874,25.468861000,00:00:00:00:00:08,00:00:00:00:00:0c
1876,25.469920000,00:00:00:00:00:08,00:00:00:00:00:0c
1882,25.472335000,00:00:00:00:00:08,00:00:00:00:00:0c
1933,26.468740000,00:00:00:00:00:08,00:00:00:00:00:0c
1935,26.470059000,00:00:00:00:00:08,00:00:00:00:00:0c
1941,26.472355000,00:00:00:00:00:08,00:00:00:00:00:0c
1990,27.467781000,00:00:00:00:00:08,00:00:00:00:00:0c
1996,27.470118000,00:00:00:00:00:08,00:00:00:00:00:0c
2000,27.472634000,00:00:00:00:00:08,00:00:00:00:00:0c
2055,28.469738000,00:00:00:00:00:08,00:00:00:00:00:0c
2057,28.471217000,00:00:00:00:00:08,00:00:00:00:00:0c
2059,28.472736000,00:00:00:00:00:08,00:00:00:00:00:0c
2111,29.468460000,00:00:00:00:00:08,00:00:00:00:00:0c
2117,29.471016000,00:00:00:00:00:08,00:00:00:00:00:0c
2119,29.472555000,00:00:00:00:00:08,00:00:00:00:00:0c
2172,30.469080000,00:00:00:00:00:08,00:00:00:00:00:0c
2174,30.470419000,00:00:00:00:00:08,00:00:00:00:00:0c
2178,30.474875000,00:00:00:00:00:08,00:00:00:00:00:0c
2230,31.470051000,00:00:00:00:00:08,00:00:00:00:00:0c
2232,31.471270000,00:00:00:00:00:08,00:00:00:00:00:0c
2238,31.475067000,00:00:00:00:00:08,00:00:00:00:00:0c
2287,32.468083000,00:00:00:00:00:08,00:00:00:00:00:0c
2295,32.471576000,00:00:00:00:00:08,00:00:00:00:00:0c
2297,32.473055000,00:00:00:00:00:08,00:00:00:00:00:0c
2347,33.468813000,00:00:00:00:00:08,00:00:00:00:00:0c
2353,33.471430000,00:00:00:00:00:08,00:00:00:00:00:0c
2357,33.474485000,00:00:00:00:00:08,00:00:00:00:00:0c
2407,34.468434000,00:00:00:00:00:08,00:00:00:00:00:0c
