frame.number,frame.time_relative,wlan.ta,wlan.ra
63,0.518313000,00:00:00:00:00:08,00:00:00:00:00:0c
72,0.524360000,00:00:00:00:00:08,00:00:00:00:00:04
101,0.550248000,00:00:00:00:00:08,00:00:00:00:00:03
144,0.773967000,00:00:00:00:00:08,00:00:00:00:00:03
193,0.802306000,00:00:00:00:00:08,00:00:00:00:00:04
198,0.806252000,00:00:00:00:00:08,00:00:00:00:00:05
206,0.808672000,00:00:00:00:00:08,00:00:00:00:00:03
260,1.463161000,00:00:00:00:00:08,00:00:00:00:00:04
271,1.470591000,00:00:00:00:00:08,00:00:00:00:00:0c
273,1.471850000,00:00:00:00:00:08,00:00:00:00:00:0c
287,1.494242000,00:00:00:00:00:08,00:00:00:00:00:0c
293,1.521849000,00:00:00:00:00:08,00:00:00:00:00:0c
325,1.536457000,00:00:00:00:00:08,00:00:00:00:00:0c
395,2.462586000,00:00:00:00:00:08,00:00:00:00:00:0c
401,2.464703000,00:00:00:00:00:08,00:00:00:00:00:0c
414,2.650700000,00:00:00:00:00:08,00:00:00:00:00:05
422,2.653604000,00:00:00:00:00:08,00:00:00:00:00:0c
454,2.734670000,00:00:00:00:00:08,00:00:00:00:00:05
462,2.737094000,00:00:00:00:00:08,00:00:00:00:00:0c
487,3.462466000,00:00:00:00:00:08,00:00:00:00:00:0c
497,3.466001000,00:00:00:00:00:08,00:00:00:00:00:0c
499,3.467040000,00:00:00:00:00:08,00:00:00:00:00:0c
549,4.464703000,00:00:00:00:00:08,00:00:00:00:00:0c
551,4.466282000,00:00:00:00:00:08,00:00:00:00:00:0c
553,4.467781000,00:00:00:00:00:08,00:00:00:00:00:0c
603,5.464563000,00:00:00:00:00:08,00:00:00:00:00:0c
605,5.466022000,00:00:00:00:00:08,00:00:00:00:00:0c
607,5.467541000,00:00:00:00:00:08,00:00:00:00:00:0c
648,6.463937000,00:00:00:00:00:08,00:00:00:00:00:0c
654,6.466254000,00:00:00:00:00:08,00:00:00:00:00:0c
660,6.469950000,00:00:00:00:00:08,00:00:00:00:00:0c
705,7.463785000,00:00:00:00:00:08,00:00:00:00:00:0c
711,7.466161000,00:00:00:00:00:08,00:00:00:00:00:0c
713,7.467500000,00:00:00:00:00:08,00:00:00:00:00:0c
755,8.463084000,00:00:00:00:00:08,00:00:00:00:00:0c
765,8.467357000,00:00:00:00:00:08,00:00:00:00:00:0c
767,8.468876000,00:00:00:00:00:08,00:00:00:00:00:0c
814,9.465601000,00:00:00:00:00:08,00:00:00:00:00:0c
820,9.467978000,00:00:00:00:00:08,00:00:00:00:00:0c
861,10.462326000,00:00:00:00:00:08,00:00:00:00:00:0c
871,10.465901000,00:00:00:00:00:08,00:00:00:00:00:0c
873,10.467220000,00:00:00:00:00:08,00:00:00:00:00:0c
916,11.463545000,00:00:00:00:00:08,00:00:00:00:00:0c
922,11.465760000,00:00:00:00:00:08,00:00:00:00:00:0c
928,11.470035000,00:00:00:00:00:08,00:00:00:00:00:0c
970,12.463279000,00:00:00:00:00:08,00:00:00:00:00:0c
976,12.466435000,00:00:00:00:00:08,00:00:00:00:00:0c
982,12.469551000,00:00:00:00:00:08,00:00:00:00:00:0c
1023,13.462386000,00:00:00:00:00:08,00:00:00:00:00:0c
1033,13.466001000,00:00:00:00:00:08,00:00:00:00:00:0c
1035,13.467220000,00:00:00:00:00:08,00:00:00:00:00:0c
1076,14.462286000,00:00:00:00:00:08,00:00:00:00:00:0c
1086,14.466261000,00:00:00:00:00:08,00:00:00:00:00:0c
1088,14.467420000,00:00:00:00:00:08,00:00:00:00:00:0c
1129,15.463838000,00:00:00:00:00:08,00:00:00:00:00:0c
1135,15.468951000,00:00:00:00:00:08,00:00:00:00:00:0c
1141,15.471307000,00:00:00:00:00:08,00:00:00:00:00:0c
1188,16.464025000,00:00:00:00:00:08,00:00:00:00:00:0c
1194,16.466480000,00:00:00:00:00:08,00:00:00:00:00:0c
1196,16.467859000,00:00:00:00:00:08,00:00:00:00:00:0c
1238,17.462566000,00:00:00:00:00:08,00:00:00:00:00:0c
1244,17.465163000,00:00:00:00:00:08,00:00:00:00:00:0c
1250,17.467838000,00:00:00:00:00:08,00:00:00:00:00:0c
1291,18.462446000,00:00:00:00:00:08,00:00:00:00:00:0c
1297,18.464603000,00:00:00:00:00:08,00:00:00:00:00:0c
1303,18.466878000,00:00:00:00:00:08,00:00:00:00:00:0c
1347,19.463458000,00:00:00:00:00:08,00:00:00:00:00:0c
1357,19.468693000,00:00:00:00:00:08,00:00:00:00:00:0c
1359,19.469972000,00:00:00:00:00:08,00:00:00:00:00:0c
1401,20.462167000,00:00:00:00:00:08,00:00:00:00:00:0c
1411,20.465800000,00:00:00:00:00:08,00:00:00:00:00:0c
1413,20.467379000,00:00:00:00:00:08,00:00:00:00:00:0c
1460,21.463346000,00:00:00:00:00:08,00:00:00:00:00:0c
1466,21.465661000,00:00:00:00:00:08,00:00:00:00:00:0c
1468,21.466920000,00:00:00:00:00:08,00:00:00:00:00:0c
1518,22.465423000,00:00:00:00:00:08,00:00:00:00:00:0c
1520,22.466882000,00:00:00:00:00:08,00:00:00:00:00:0c
