frame.number,frame.time_relative,wlan.ra,wlan.ta
40,0.288235000,00:00:00:00:00:08,00:00:00:00:00:03
64,0.323334000,00:00:00:00:00:08,00:00:00:00:00:03
104,0.786473000,00:00:00:00:00:08,00:00:00:00:00:03
5166,135.544090000,00:00:00:00:00:08,00:00:00:00:00:04
5213,136.468184000,00:00:00:00:00:08,00:00:00:00:00:03
5215,136.470300000,00:00:00:00:00:08,00:00:00:00:00:04
5217,136.563707000,00:00:00:00:00:08,00:00:00:00:00:04
5261,137.468044000,00:00:00:00:00:08,00:00:00:00:00:03
5263,137.469383000,00:00:00:00:00:08,00:00:00:00:00:04
5287,137.740452000,00:00:00:00:00:08,00:00:00:00:00:04
5320,138.468324000,00:00:00:00:00:08,00:00:00:00:00:03
5321,138.469056000,00:00:00:00:00:08,00:00:00:00:00:04
5323,138.473231000,00:00:00:00:00:08,00:00:00:00:00:03
5324,138.478944000,00:00:00:00:00:08,00:00:00:00:00:03
5370,139.467544000,00:00:00:00:00:08,00:00:00:00:00:03
5372,139.471219000,00:00:00:00:00:08,00:00:00:00:00:04
5416,140.467464000,00:00:00:00:00:08,00:00:00:00:00:03
5418,140.468583000,00:00:00:00:00:08,00:00:00:00:00:04
5464,141.467584000,00:00:00:00:00:08,00:00:00:00:00:04
5466,141.470020000,00:00:00:00:00:08,00:00:00:00:00:03
5512,142.469720000,00:00:00:00:00:08,00:00:00:00:00:04
5514,142.472355000,00:00:00:00:00:08,00:00:00:00:00:03
5563,143.467924000,00:00:00:00:00:08,00:00:00:00:00:04
5565,143.469122000,00:00:00:00:00:08,00:00:00:00:00:03
5566,143.469759000,00:00:00:00:00:08,00:00:00:00:00:03
5612,144.467884000,00:00:00:00:00:08,00:00:00:00:00:03
5614,144.470180000,00:00:00:00:00:08,00:00:00:00:00:04
5659,145.467384000,00:00:00:00:00:08,00:00:00:00:00:03
5660,145.468316000,00:00:00:00:00:08,00:00:00:00:00:04
5662,145.473567000,00:00:00:00:00:08,00:00:00:00:00:03
5708,146.467404000,00:00:00:00:00:08,00:00:00:00:00:03
5709,146.470917000,00:00:00:00:00:08,00:00:00:00:00:03
5711,146.472056000,00:00:00:00:00:08,00:00:00:00:00:04
5761,147.467544000,00:00:00:00:00:08,00:00:00:00:00:04
5763,147.469779000,00:00:00:00:00:08,00:00:00:00:00:03
5764,147.473092000,00:00:00:00:00:08,00:00:00:00:00:03
5809,148.467924000,00:00:00:00:00:08,00:00:00:00:00:04
5811,148.469242000,00:00:00:00:00:08,00:00:00:00:00:03
5812,148.474928000,00:00:00:00:00:08,00:00:00:00:00:03
5856,149.467844000,00:00:00:00:00:08,00:00:00:00:00:03
5857,149.468541000,00:00:00:00:00:08,00:00:00:00:00:03
5859,149.469780000,00:00:00:00:00:08,00:00:00:00:00:04
5860,149.474313000,00:00:00:00:00:08,00:00:00:00:00:04
5906,150.467524000,00:00:00:00:00:08,00:00:00:00:00:03
5908,150.470999000,00:00:00:00:00:08,00:00:00:00:00:04
5958,151.467324000,00:00:00:00:00:08,00:00:00:00:00:03
5960,151.471239000,00:00:00:00:00:08,00:00:00:00:00:04
6005,152.467464000,00:00:00:00:00:08,00:00:00:00:00:03
6006,152.468396000,00:00:00:00:00:08,00:00:00:00:00:04
6008,152.472849000,00:00:00:00:00:08,00:00:00:00:00:03
6052,153.468742000,00:00:00:00:00:08,00:00:00:00:00:04
6054,153.471297000,00:00:00:00:00:08,00:00:00:00:00:03
6101,154.467984000,00:00:00:00:00:08,00:00:00:00:00:04
6103,154.469042000,00:00:00:00:00:08,00:00:00:00:00:03
6151,155.468842000,00:00:00:00:00:08,00:00:00:00:00:03
6153,155.469941000,00:00:00:00:00:08,00:00:00:00:00:04
6198,156.467724000,00:00:00:00:00:08,00:00:00:00:00:03
6200,156.468803000,00:00:00:00:00:08,00:00:00:00:00:04
6244,157.467724000,00:00:00:00:00:08,00:00:00:00:00:03
6246,157.472478000,00:00:00:00:00:08,00:00:00:00:00:04
6290,158.468682000,00:00:00:00:00:08,00:00:00:00:00:03
6291,158.470460000,00:00:00:00:00:08,00:00:00:00:00:04
6293,158.473375000,00:00:00:00:00:08,00:00:00:00:00:03
6340,159.468702000,00:00:00:00:00:08,00:00:00:00:00:03
6342,159.472518000,00:00:00:00:00:08,00:00:00:00:00:04
6389,160.468224000,00:00:00:00:00:08,00:00:00:00:00:03
6390,160.468816000,00:00:00:00:00:08,00:00:00:00:00:04
6392,160.471611000,00:00:00:00:00:08,00:00:00:00:00:03
6438,161.469022000,00:00:00:00:00:08,00:00:00:00:00:03
6439,161.470180000,00:00:00:00:00:08,00:00:00:00:00:04
