178,0.315451000,,00:00:00:00:00:08
414,0.983659000,,00:00:00:00:00:08
549,1.220191000,,00:00:00:00:00:08
887,8.170211000,,00:00:00:00:00:08
901,8.177841000,,00:00:00:00:00:08
909,8.182938000,,00:00:00:00:00:08
999,16.171544000,,00:00:00:00:00:08
1008,16.176841000,,00:00:00:00:00:08
1011,16.178549000,,00:00:00:00:00:08
1023,16.184262000,,00:00:00:00:00:08
1120,24.172895000,,00:00:00:00:00:08
1130,24.177694000,,00:00:00:00:00:08
1148,24.186267000,,00:00:00:00:00:08
1239,32.171384000,,00:00:00:00:00:08
1247,32.174297000,,00:00:00:00:00:08
1257,32.179958000,,00:00:00:00:00:08
1362,40.174749000,,00:00:00:00:00:08
1381,40.184605000,,00:00:00:00:00:08
1388,40.188888000,,00:00:00:00:00:08
1477,48.171444000,,00:00:00:00:00:08
1487,48.177640000,,00:00:00:00:00:08
1498,48.183134000,,00:00:00:00:00:08
1592,56.171724000,,00:00:00:00:00:08
1601,56.176634000,,00:00:00:00:00:08
1611,56.184338000,,00:00:00:00:00:08
1704,64.171704000,,00:00:00:00:00:08
1721,64.182183000,,00:00:00:00:00:08
1731,64.187927000,,00:00:00:00:00:08
1821,72.173135000,,00:00:00:00:00:08
1835,72.178966000,,00:00:00:00:00:08
1839,72.180320000,,00:00:00:00:00:08
1937,80.171464000,,00:00:00:00:00:08
1948,80.180169000,,00:00:00:00:00:08
1962,80.187004000,,00:00:00:00:00:08
2056,88.172975000,,00:00:00:00:00:08
2067,88.179032000,,00:00:00:00:00:08
2077,88.183464000,,00:00:00:00:00:08
2176,96.171704000,,00:00:00:00:00:08
2185,96.176643000,,00:00:00:00:00:08
2196,96.183378000,,00:00:00:00:00:08
2297,104.171524000,,00:00:00:00:00:08
2306,104.178923000,,00:00:00:00:00:08
2316,104.184333000,,00:00:00:00:00:08
2414,112.172835000,,00:00:00:00:00:08
2426,112.178725000,,00:00:00:00:00:08
2436,112.184609000,,00:00:00:00:00:08
2523,120.169971000,,00:00:00:00:00:08
2532,120.175511000,,00:00:00:00:00:08
2542,120.180868000,,00:00:00:00:00:08
2670,128.193454000,,00:00:00:00:00:08
2674,128.195093000,,00:00:00:00:00:08
2678,128.196848000,,00:00:00:00:00:08
2821,136.173278000,,00:00:00:00:00:08
2830,136.179016000,,00:00:00:00:00:08
2834,136.180431000,,00:00:00:00:00:08
2931,144.171744000,,00:00:00:00:00:08
2945,144.177676000,,00:00:00:00:00:08
2955,144.182309000,,00:00:00:00:00:08
3050,152.173195000,,00:00:00:00:00:08
3068,152.180553000,,00:00:00:00:00:08
3077,152.184829000,,00:00:00:00:00:08
3170,160.172657000,,00:00:00:00:00:08
3181,160.180122000,,00:00:00:00:00:08
3185,160.181516000,,00:00:00:00:00:08
3276,168.173015000,,00:00:00:00:00:08
3284,168.177634000,,00:00:00:00:00:08
3292,168.183612000,,00:00:00:00:00:08
3377,176.170331000,,00:00:00:00:00:08
3389,176.176604000,,00:00:00:00:00:08
3401,176.182829000,,00:00:00:00:00:08
3497,184.174549000,,00:00:00:00:00:08
3501,184.177666000,,00:00:00:00:00:08
3510,184.181709000,,00:00:00:00:00:08
3602,192.170391000,,00:00:00:00:00:08
3616,192.178421000,,00:00:00:00:00:08
3619,192.180109000,,00:00:00:00:00:08
3637,192.188501000,,00:00:00:00:00:08
3724,200.171664000,,00:00:00:00:00:08
3738,200.180383000,,00:00:00:00:00:08
3751,200.187308000,,00:00:00:00:00:08
3841,208.170271000,,00:00:00:00:00:08
3853,208.177004000,,00:00:00:00:00:08
3862,208.182873000,,00:00:00:00:00:08
3961,216.170151000,,00:00:00:00:00:08
3973,216.176581000,,00:00:00:00:00:08
3985,216.183128000,,00:00:00:00:00:08
4077,224.173075000,,00:00:00:00:00:08
4086,224.179432000,,00:00:00:00:00:08
4099,224.185541000,,00:00:00:00:00:08
4189,232.169891000,,00:00:00:00:00:08
4199,232.175311000,,00:00:00:00:00:08
4209,232.181966000,,00:00:00:00:00:08
4304,240.171464000,,00:00:00:00:00:08
4314,240.177922000,,00:00:00:00:00:08
4324,240.182393000,,00:00:00:00:00:08
4434,248.175700000,,00:00:00:00:00:08
4449,248.183058000,,00:00:00:00:00:08
4453,248.184893000,,00:00:00:00:00:08
4586,256.194702000,,00:00:00:00:00:08
4590,256.196322000,,00:00:00:00:00:08
4594,256.197836000,,00:00:00:00:00:08
4850,264.170051000,,00:00:00:00:00:08
4981,272.174550000,,00:00:00:00:00:08
5093,280.169951000,,00:00:00:00:00:08
5202,288.170111000,,00:00:00:00:00:08
5322,296.171684000,,00:00:00:00:00:08
5442,304.169891000,,00:00:00:00:00:08
5560,312.170071000,,00:00:00:00:00:08
5680,320.173055000,,00:00:00:00:00:08
5796,328.171384000,,00:00:00:00:00:08
5912,336.174487000,,00:00:00:00:00:08
6023,344.172244000,,00:00:00:00:00:08
6139,352.171604000,,00:00:00:00:00:08
6257,360.170271000,,00:00:00:00:00:08
6370,368.171524000,,00:00:00:00:00:08
6490,376.169951000,,00:00:00:00:00:08
6641,384.189606000,,00:00:00:00:00:08
