6,4,4,7,5,10,8,2,2,5
4,6,3,5,6,6,2,2,4,4
3,6,4,4,8,4,4,4,4,6
8,4,3,8,3,6,6,4,5,7
4,5,8,4,7,2,4,3,5,4
9,5,5,7,4,5,6,6,2,10
3,6,3,2,5,4,5,6,6,9
6,4,6,8,2,6,6,3,4,7
3,6,5,6,6,3,3,12,2,5
6,4,5,5,8,5,8,3,3,5
