79,0.825412000,,00:00:00:00:00:08
91,0.903010000,,00:00:00:00:00:08
101,0.988870000,,00:00:00:00:00:08
111,1.042870000,,00:00:00:00:00:08
121,1.059890000,,00:00:00:00:00:08
135,8.767315000,,00:00:00:00:00:08
149,16.767435000,,00:00:00:00:00:08
163,24.767415000,,00:00:00:00:00:08
177,32.767415000,,00:00:00:00:00:08
191,40.767515000,,00:00:00:00:00:08
205,48.767455000,,00:00:00:00:00:08
219,56.767155000,,00:00:00:00:00:08
233,64.767255000,,00:00:00:00:00:08
247,72.767215000,,00:00:00:00:00:08
261,80.767295000,,00:00:00:00:00:08
275,88.767095000,,00:00:00:00:00:08
289,96.767135000,,00:00:00:00:00:08
303,104.767555000,,00:00:00:00:00:08
317,112.767595000,,00:00:00:00:00:08
331,120.767655000,,00:00:00:00:00:08
355,128.773056000,,00:00:00:00:00:08
371,136.767155000,,00:00:00:00:00:08
385,144.767215000,,00:00:00:00:00:08
399,152.767115000,,00:00:00:00:00:08
413,160.767335000,,00:00:00:00:00:08
427,168.767035000,,00:00:00:00:00:08
441,176.767335000,,00:00:00:00:00:08
455,184.767455000,,00:00:00:00:00:08
469,192.767595000,,00:00:00:00:00:08
483,200.767475000,,00:00:00:00:00:08
497,208.767455000,,00:00:00:00:00:08
511,216.767655000,,00:00:00:00:00:08
525,224.767515000,,00:00:00:00:00:08
539,232.767615000,,00:00:00:00:00:08
553,240.767115000,,00:00:00:00:00:08
567,248.767135000,,00:00:00:00:00:08
591,256.771596000,,00:00:00:00:00:08
607,264.767135000,,00:00:00:00:00:08
621,272.767575000,,00:00:00:00:00:08
635,280.767335000,,00:00:00:00:00:08
649,288.767555000,,00:00:00:00:00:08
663,296.767035000,,00:00:00:00:00:08
677,304.767555000,,00:00:00:00:00:08
691,312.767555000,,00:00:00:00:00:08
705,320.767275000,,00:00:00:00:00:08
719,328.767235000,,00:00:00:00:00:08
733,336.767275000,,00:00:00:00:00:08
747,344.767335000,,00:00:00:00:00:08
761,352.767515000,,00:00:00:00:00:08
775,360.767335000,,00:00:00:00:00:08
789,368.767615000,,00:00:00:00:00:08
803,376.767195000,,00:00:00:00:00:08
827,384.776696000,,00:00:00:00:00:08
841,392.767655000,,00:00:00:00:00:08
