191,0.938779000,,00:00:00:00:00:08
248,1.091429000,,00:00:00:00:00:08
393,2.673235000,,00:00:00:00:00:08
409,7.972686000,,00:00:00:00:00:08
425,7.985017000,,00:00:00:00:00:08
465,8.384397000,,00:00:00:00:00:08
507,15.974092000,,00:00:00:00:00:08
521,15.982151000,,00:00:00:00:00:08
559,16.383127000,,00:00:00:00:00:08
602,23.973692000,,00:00:00:00:00:08
616,23.983120000,,00:00:00:00:00:08
646,24.375825000,,00:00:00:00:00:08
698,31.974532000,,00:00:00:00:00:08
712,31.982376000,,00:00:00:00:00:08
745,32.377092000,,00:00:00:00:00:08
800,39.979861000,,00:00:00:00:00:08
808,39.982837000,,00:00:00:00:00:08
845,40.378423000,,00:00:00:00:00:08
891,47.972446000,,00:00:00:00:00:08
907,47.987191000,,00:00:00:00:00:08
942,48.377477000,,00:00:00:00:00:08
988,55.973972000,,00:00:00:00:00:08
1002,55.981709000,,00:00:00:00:00:08
1034,56.376572000,,00:00:00:00:00:08
1082,63.974332000,,00:00:00:00:00:08
1096,63.981949000,,00:00:00:00:00:08
1126,64.378923000,,00:00:00:00:00:08
1170,71.972746000,,00:00:00:00:00:08
1186,71.983915000,,00:00:00:00:00:08
1225,72.381877000,,00:00:00:00:00:08
1269,79.974112000,,00:00:00:00:00:08
1283,79.982455000,,00:00:00:00:00:08
1313,80.379043000,,00:00:00:00:00:08
1359,87.975136000,,00:00:00:00:00:08
1373,87.983473000,,00:00:00:00:00:08
1412,88.383199000,,00:00:00:00:00:08
1454,95.973852000,,00:00:00:00:00:08
1468,95.982176000,,00:00:00:00:00:08
1499,96.377352000,,00:00:00:00:00:08
1545,103.974332000,,00:00:00:00:00:08
1559,103.982398000,,00:00:00:00:00:08
1590,104.377872000,,00:00:00:00:00:08
1634,111.972786000,,00:00:00:00:00:08
1651,111.987211000,,00:00:00:00:00:08
1683,112.376952000,,00:00:00:00:00:08
1735,119.977021000,,00:00:00:00:00:08
1747,119.982874000,,00:00:00:00:00:08
1785,120.381703000,,00:00:00:00:00:08
1841,127.987223000,,00:00:00:00:00:08
1845,127.988862000,,00:00:00:00:00:08
1902,128.390105000,,00:00:00:00:00:08
1976,135.972766000,,00:00:00:00:00:08
1992,135.985268000,,00:00:00:00:00:08
2031,136.384291000,,00:00:00:00:00:08
2072,143.972786000,,00:00:00:00:00:08
2088,143.985410000,,00:00:00:00:00:08
2119,144.377572000,,00:00:00:00:00:08
2170,151.975696000,,00:00:00:00:00:08
2182,151.984539000,,00:00:00:00:00:08
2213,152.375825000,,00:00:00:00:00:08
2264,159.975156000,,00:00:00:00:00:08
2276,159.982720000,,00:00:00:00:00:08
2309,160.380879000,,00:00:00:00:00:08
2359,167.974492000,,00:00:00:00:00:08
2373,167.982337000,,00:00:00:00:00:08
2412,168.381902000,,00:00:00:00:00:08
2455,175.974212000,,00:00:00:00:00:08
2468,175.984208000,,00:00:00:00:00:08
2504,176.380413000,,00:00:00:00:00:08
2550,183.974192000,,00:00:00:00:00:08
2564,183.982525000,,00:00:00:00:00:08
2597,184.375585000,,00:00:00:00:00:08
2646,191.972866000,,00:00:00:00:00:08
2662,191.987073000,,00:00:00:00:00:08
2700,192.380353000,,00:00:00:00:00:08
2744,199.974372000,,00:00:00:00:00:08
2758,199.983248000,,00:00:00:00:00:08
2791,200.377192000,,00:00:00:00:00:08
2839,207.974092000,,00:00:00:00:00:08
2853,207.982557000,,00:00:00:00:00:08
2884,208.377512000,,00:00:00:00:00:08
2932,215.974432000,,00:00:00:00:00:08
2947,215.982895000,,00:00:00:00:00:08
2985,216.380903000,,00:00:00:00:00:08
3029,223.972726000,,00:00:00:00:00:08
3045,223.984633000,,00:00:00:00:00:08
3077,224.379063000,,00:00:00:00:00:08
3123,231.972346000,,00:00:00:00:00:08
3139,231.984310000,,00:00:00:00:00:08
3170,232.377472000,,00:00:00:00:00:08
3218,239.972626000,,00:00:00:00:00:08
3234,239.988927000,,00:00:00:00:00:08
3265,240.377172000,,00:00:00:00:00:08
3313,247.972346000,,00:00:00:00:00:08
3329,247.984113000,,00:00:00:00:00:08
3363,248.379653000,,00:00:00:00:00:08
3424,255.985351000,,00:00:00:00:00:08
3428,255.986990000,,00:00:00:00:00:08
3496,256.400778000,,00:00:00:00:00:08
3603,263.973992000,,00:00:00:00:00:08
3617,263.983594000,,00:00:00:00:00:08
3658,264.384851000,,00:00:00:00:00:08
3690,271.972626000,,00:00:00:00:00:08
3706,271.986471000,,00:00:00:00:00:08
3736,272.378403000,,00:00:00:00:00:08
3773,279.972646000,,00:00:00:00:00:08
3789,279.986753000,,00:00:00:00:00:08
3830,280.381682000,,00:00:00:00:00:08
3872,287.981038000,,00:00:00:00:00:08
3876,287.982417000,,00:00:00:00:00:08
3916,288.385415000,,00:00:00:00:00:08
3950,295.973852000,,00:00:00:00:00:08
3964,295.983508000,,00:00:00:00:00:08
4002,296.378186000,,00:00:00:00:00:08
4036,303.972386000,,00:00:00:00:00:08
